Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Required_Skills,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026,Remote_Work_Score,Hiring_Trend_Score,Upskilling_Needed_Score,AI_Risk_Level,Survival_Index
AIJ-100403,Product Manager,Finance,Australia,Bachelor,7,0.73,0.21,Hybrid,201466,"Excel, TensorFlow, Docker, PyTorch, Project Management",,3,45,Startup,,3.76,No,3.89,Stable,,,,High,
AIJ-100404,Blockchain Developer,Media,USA,Master,4,0.9,0.53,Hybrid,144997,"Machine Learning, Leadership, Prompt Engineering, AWS, TensorFlow",,9,60,Enterprise,,3.5,No,2.36,Stable,,,,High,
AIJ-100405,Healthcare Analyst,Government,Japan,PhD,12,0.76,0.93,Yes,70289,"TensorFlow, Project Management, Leadership, Docker, Python, Azure",,-6,47,Medium,,3.42,No,3.28,Stable,,,,High,
AIJ-100406,IoT Specialist,Technology,UK,Bachelor,2,0.21,0.85,No,188168,"Machine Learning, Data Visualization, Cloud Computing, Leadership, Communication",,3,37,Medium,,3.57,No,1.23,Growing,,,,Low,
AIJ-100407,Data Engineer,Energy,UAE,High School,12,0.4,0.98,Yes,63852,"Data Visualization, Leadership, PyTorch",,45,36,Medium,,4.45,No,1.64,Growing,,,,Medium,
AIJ-100408,Prompt Engineer,Government,Germany,Master,18,0.06,0.31,No,46769,"Prompt Engineering, Docker, Azure, Cybersecurity, Cloud Computing",,19,48,Startup,,2.27,No,2.39,Growing,,,,Low,
AIJ-100409,Prompt Engineer,Finance,Japan,High School,12,0.86,0.78,Hybrid,150016,"TensorFlow, Data Visualization, PyTorch, Cloud Computing, Machine Learning",,5,58,Startup,,4.65,No,3.67,Declining,,,,High,
AIJ-100410,DevOps Engineer,Transportation,UK,Master,6,0.12,0.28,Hybrid,115462,"AWS, PyTorch, Cloud Computing, Data Visualization",,19,30,Startup,,4.08,No,2.52,Growing,,,,Low,
AIJ-100411,Blockchain Developer,Transportation,UAE,High School,2,0.69,0.31,Hybrid,205713,"Prompt Engineering, TensorFlow, SQL, Python, Cybersecurity, AWS",,5,52,Medium,,3.41,No,4.37,Declining,,,,Medium,
AIJ-100412,Cybersecurity Analyst,Technology,India,Bachelor,14,0.16,0.79,No,74159,"Cloud Computing, Data Visualization, Project Management",,3,52,Startup,,3.6,No,3.79,Growing,,,,Low,
AIJ-100413,Business Analyst,Education,Pakistan,Bachelor,6,0.1,0.2,Yes,128931,"TensorFlow, Project Management, Azure",,16,30,Startup,,4.46,Yes,1.88,Declining,,,,Low,
AIJ-100414,Business Analyst,Government,Germany,PhD,13,0.15,0.46,Yes,177339,"Data Visualization, SQL, PyTorch, Communication",,3,33,Medium,,2.52,No,3.62,Declining,,,,Low,
AIJ-100415,Business Analyst,Energy,India,PhD,3,0.63,0.49,Hybrid,47650,"Prompt Engineering, Azure, Deep Learning, SQL, Leadership, Cybersecurity",,40,59,Enterprise,,2.76,Yes,3.4,Growing,,,,Medium,
AIJ-100416,Cybersecurity Analyst,Manufacturing,USA,PhD,12,0.34,0.87,Hybrid,156387,"Cybersecurity, Leadership, Data Visualization, Docker, TensorFlow, Excel",,37,37,Enterprise,,4.11,Yes,1.93,Growing,,,,Medium,
AIJ-100417,Software Developer,Manufacturing,UAE,Master,6,0.73,0.69,Yes,45708,"Project Management, Deep Learning, PyTorch",,3,50,Startup,,4.77,No,3.96,Stable,,,,High,
AIJ-100418,Data Scientist,Education,Pakistan,Master,7,0.76,0.53,Yes,105616,"Communication, Leadership, SQL, Kubernetes",,-7,59,Enterprise,,4.4,Yes,3.43,Stable,,,,High,
AIJ-100419,Software Developer,Education,UK,High School,5,0.49,0.95,Hybrid,43659,"Data Visualization, Azure, Python, SQL, PyTorch",,43,55,Startup,,3.52,No,3.9,Stable,,,,Medium,
AIJ-100420,Blockchain Developer,Education,India,PhD,2,0.6,0.44,No,181105,"Prompt Engineering, Deep Learning, PyTorch, Machine Learning",,14,35,Medium,,3.27,No,4.04,Stable,,,,Medium,
AIJ-100421,Data Engineer,Finance,Singapore,Bachelor,8,0.73,0.93,No,186023,"TensorFlow, PyTorch, Machine Learning",,9,44,Medium,,3.69,No,1.29,Declining,,,,High,
AIJ-100422,DevOps Engineer,Energy,Pakistan,PhD,15,0.71,0.5,No,136051,"Prompt Engineering, Cybersecurity, Kubernetes, Python, Azure, Communication",,27,32,Medium,,4.98,Yes,2.54,Growing,,,,High,
AIJ-100423,IoT Specialist,Manufacturing,USA,PhD,13,0.87,0.77,Hybrid,163590,"Prompt Engineering, PyTorch, Communication, TensorFlow",,5,45,Startup,,3.89,Yes,3.79,Growing,,,,High,
AIJ-100424,Machine Learning Engineer,Technology,Canada,High School,20,0.27,0.66,Hybrid,203697,"Communication, Azure, Cybersecurity, AWS",,15,52,Enterprise,,3.56,Yes,4.5,Declining,,,,Low,
AIJ-100425,Cloud Architect,Government,Pakistan,Bachelor,8,0.42,0.89,Hybrid,53297,"Communication, Project Management, TensorFlow, Docker, Cybersecurity, Excel",,37,42,Enterprise,,2.02,Yes,4.27,Declining,,,,Medium,
AIJ-100426,Machine Learning Engineer,Manufacturing,UK,Bachelor,6,0.64,0.78,No,74730,"Machine Learning, PyTorch, Docker",,22,60,Startup,,3.7,Yes,1.74,Declining,,,,Medium,
AIJ-100427,Machine Learning Engineer,Healthcare,India,High School,12,0.61,0.69,Yes,196837,"Prompt Engineering, Communication, PyTorch, Deep Learning",,-6,40,Startup,,2.7,No,3.69,Declining,,,,Medium,
AIJ-100428,Cloud Architect,Education,Singapore,High School,12,0.65,0.82,Hybrid,40973,"SQL, Communication, Python",,38,38,Medium,,4.27,No,2.35,Growing,,,,Medium,
AIJ-100429,Healthcare Analyst,Healthcare,USA,PhD,22,0.39,0.25,No,123330,"Leadership, Deep Learning, Excel, Kubernetes, Prompt Engineering",,43,58,Startup,,3.81,No,4.8,Declining,,,,Medium,
AIJ-100430,Data Scientist,Manufacturing,USA,Master,21,0.05,0.7,No,114458,"Azure, AWS, PyTorch, Leadership, Cloud Computing",,28,45,Medium,,3.84,Yes,2.39,Stable,,,,Low,
AIJ-100431,Product Manager,Technology,UK,PhD,25,0.69,0.89,Yes,179918,"TensorFlow, Project Management, Prompt Engineering",,43,51,Enterprise,,2.5,No,4.82,Stable,,,,Medium,
AIJ-100432,DevOps Engineer,Technology,UK,Master,12,0.9,0.75,No,57648,"Deep Learning, Prompt Engineering, Data Visualization, TensorFlow",,36,38,Enterprise,,4.85,Yes,3.66,Growing,,,,High,
AIJ-100433,Prompt Engineer,Energy,Singapore,PhD,25,0.88,0.25,Yes,119974,"Machine Learning, Leadership, Deep Learning, Azure, Project Management, TensorFlow",,6,33,Medium,,2.33,No,3.96,Declining,,,,High,
AIJ-100434,Robotics Engineer,Technology,Japan,Bachelor,12,0.91,0.66,No,30440,"Excel, Cybersecurity, Leadership",,39,41,Enterprise,,3.56,Yes,1.43,Declining,,,,High,
AIJ-100435,Software Developer,Technology,Japan,Master,9,0.66,0.32,Hybrid,104289,"Leadership, Cybersecurity, Project Management, PyTorch, Cloud Computing, Deep Learning",,-3,38,Enterprise,,3.43,Yes,2.98,Growing,,,,Medium,
AIJ-100436,AI Engineer,Finance,UAE,PhD,9,0.81,0.94,Hybrid,89001,"SQL, Leadership, Cybersecurity, PyTorch, Excel, Cloud Computing",,-9,47,Medium,,3.27,No,4.96,Stable,,,,High,
AIJ-100437,Software Developer,Manufacturing,Japan,High School,22,0.68,0.63,No,55511,"Machine Learning, Docker, Project Management, Cybersecurity, Excel, Cloud Computing",,31,35,Enterprise,,3.33,No,2.16,Declining,,,,Medium,
AIJ-100438,Software Developer,Energy,Australia,Bachelor,1,0.7,0.65,Yes,207816,"Prompt Engineering, Kubernetes, Python, Data Visualization",,20,35,Startup,,4.94,No,3.37,Declining,,,,High,
AIJ-100439,Prompt Engineer,Healthcare,UAE,PhD,8,0.32,0.67,Hybrid,75216,"Deep Learning, SQL, Cloud Computing, AWS, Prompt Engineering, Kubernetes",,18,41,Startup,,2.35,Yes,2.96,Growing,,,,Medium,
AIJ-100440,Prompt Engineer,Transportation,Australia,Master,18,0.72,0.83,Yes,77473,"Python, AWS, Communication, Excel",,10,32,Enterprise,,2.55,Yes,2.58,Growing,,,,High,
AIJ-100441,Teacher,Finance,USA,PhD,25,0.92,0.91,No,77360,"Machine Learning, Docker, Cloud Computing, TensorFlow, Azure, AWS",,-8,34,Enterprise,,3.96,Yes,3.25,Declining,,,,High,
AIJ-100442,Data Scientist,Education,India,High School,16,0.38,0.63,No,140900,"Cloud Computing, Docker, Project Management",,24,44,Startup,,3.47,No,3.09,Stable,,,,Medium,
AIJ-100443,Software Developer,Government,Singapore,Bachelor,18,0.22,0.44,No,86416,"Cloud Computing, SQL, Deep Learning, Python",,-2,53,Enterprise,,2.22,No,2.04,Growing,,,,Low,
AIJ-100444,Data Engineer,Education,Canada,Master,20,0.66,0.94,Hybrid,67550,"TensorFlow, Azure, Machine Learning, Cybersecurity",,2,52,Medium,,3.97,Yes,2.68,Declining,,,,Medium,
AIJ-100445,Data Engineer,Energy,Canada,Master,20,0.12,0.3,Yes,58833,"PyTorch, TensorFlow, Python, Project Management, Cloud Computing",,11,54,Medium,,4.61,Yes,2.09,Declining,,,,Low,
AIJ-100446,IoT Specialist,Healthcare,Singapore,Master,22,0.52,0.89,Hybrid,184357,"Deep Learning, TensorFlow, Cloud Computing, Docker, SQL, Machine Learning",,25,38,Enterprise,,4.69,Yes,2.27,Stable,,,,Medium,
AIJ-100447,Software Developer,Finance,UK,PhD,18,0.16,0.21,Hybrid,164628,"Excel, TensorFlow, AWS, Project Management",,-7,59,Enterprise,,4.92,Yes,3.71,Stable,,,,Low,
AIJ-100448,Digital Marketer,Retail,Canada,Master,13,0.31,0.95,No,166470,"Data Visualization, Azure, Excel, TensorFlow, Deep Learning, Communication",,30,32,Startup,,2.72,Yes,1.66,Declining,,,,Medium,
AIJ-100449,Software Developer,Transportation,UAE,High School,12,0.92,0.53,Yes,163348,"Project Management, AWS, Python",,2,59,Enterprise,,4.14,No,1.98,Growing,,,,High,
AIJ-100450,Product Manager,Manufacturing,USA,PhD,15,0.21,0.49,No,64948,"Azure, Data Visualization, Deep Learning",,13,33,Medium,,2.75,Yes,2.16,Stable,,,,Low,
AIJ-100451,Product Manager,Technology,UAE,PhD,1,0.56,0.37,No,109906,"Communication, Prompt Engineering, Python, Excel, Leadership",,29,44,Medium,,3.06,Yes,2.4,Growing,,,,Medium,
AIJ-100452,Product Manager,Finance,Australia,High School,15,0.44,0.36,Yes,168699,"TensorFlow, Excel, Python, SQL",,39,51,Medium,,3.41,No,2.2,Stable,,,,Medium,
AIJ-100453,Financial Analyst,Energy,USA,Master,22,0.64,0.55,Yes,66667,"Kubernetes, Communication, Cloud Computing, Deep Learning",,2,39,Startup,,3.18,No,4.6,Declining,,,,Medium,
AIJ-100454,Software Developer,Manufacturing,Australia,PhD,4,0.49,0.59,Yes,208713,"AWS, Communication, Cloud Computing, Prompt Engineering",,40,30,Startup,,3.03,Yes,4.07,Declining,,,,Medium,
AIJ-100455,Cybersecurity Analyst,Energy,Germany,Bachelor,23,0.44,0.43,Hybrid,157383,"Leadership, PyTorch, Python",,5,38,Startup,,4.98,Yes,3.67,Stable,,,,Medium,
AIJ-100456,Software Developer,Education,Canada,Bachelor,12,0.94,0.67,Yes,196324,"AWS, Cloud Computing, Data Visualization, Docker",,2,59,Startup,,2.05,Yes,1.36,Declining,,,,High,
AIJ-100457,Product Manager,Energy,USA,Master,3,0.25,0.54,No,46082,"PyTorch, Docker, Project Management, Excel, Leadership, Cloud Computing",,7,60,Medium,,3.25,No,4.58,Declining,,,,Low,
AIJ-100458,Cloud Architect,Energy,UK,Master,15,0.24,0.57,No,188996,"Python, SQL, Leadership",,9,33,Startup,,2.04,Yes,2.32,Growing,,,,Low,
AIJ-100459,Software Developer,Government,Canada,High School,18,0.24,0.5,Hybrid,57883,"Docker, Excel, Deep Learning, Leadership, Cybersecurity",,2,52,Medium,,2.22,No,2.21,Stable,,,,Low,
AIJ-100460,Data Engineer,Manufacturing,Pakistan,PhD,20,0.22,0.63,Hybrid,96198,"Kubernetes, Cybersecurity, SQL, Machine Learning",,17,32,Medium,,3.57,Yes,1.67,Stable,,,,Low,
AIJ-100461,IoT Specialist,Media,Singapore,High School,5,0.93,0.35,No,134200,"Project Management, SQL, Docker, TensorFlow",,14,47,Medium,,3.82,Yes,1.74,Declining,,,,High,
AIJ-100462,Digital Marketer,Retail,India,High School,5,0.69,0.61,Yes,109537,"Python, Docker, Azure, Communication",,24,37,Medium,,3.92,No,4.71,Stable,,,,Medium,
AIJ-100463,Financial Analyst,Manufacturing,Canada,Master,23,0.05,0.47,Yes,188638,"Deep Learning, Prompt Engineering, Cloud Computing",,29,39,Medium,,3.88,Yes,4.3,Declining,,,,Low,
AIJ-100464,Cloud Architect,Energy,India,Bachelor,14,0.93,0.81,Yes,182898,"Data Visualization, Communication, Python, Docker, Leadership",,7,36,Enterprise,,4.42,No,1.62,Declining,,,,High,
AIJ-100465,Business Analyst,Government,UAE,Bachelor,20,0.46,0.84,No,76166,"Excel, Cybersecurity, AWS, SQL, Deep Learning, Machine Learning",,9,35,Startup,,4.06,Yes,1.28,Declining,,,,Medium,
AIJ-100466,Teacher,Healthcare,Australia,PhD,0,0.17,0.79,Yes,33090,"Deep Learning, Azure, TensorFlow, SQL, Excel, Communication",,38,56,Enterprise,,2.4,Yes,2.07,Growing,,,,Low,
AIJ-100467,IoT Specialist,Government,UAE,Bachelor,9,0.82,0.27,No,66498,"Python, Cloud Computing, Leadership",,-1,37,Startup,,4.08,Yes,1.08,Declining,,,,High,
AIJ-100468,Data Scientist,Education,USA,Bachelor,13,0.51,0.86,No,67181,"Kubernetes, Project Management, Cloud Computing",,12,50,Medium,,4.77,No,3.75,Growing,,,,Medium,
AIJ-100469,Financial Analyst,Healthcare,Japan,Master,3,0.25,0.96,No,103875,"AWS, Data Visualization, Cloud Computing",,-8,49,Startup,,3.29,No,3.4,Growing,,,,Low,
AIJ-100470,Cybersecurity Analyst,Technology,UK,Bachelor,10,0.87,0.72,Yes,99573,"Cybersecurity, Project Management, Docker, Data Visualization, SQL, Kubernetes",,18,53,Medium,,2.34,No,4.84,Stable,,,,High,
AIJ-100471,DevOps Engineer,Transportation,Australia,Master,4,0.74,0.48,Hybrid,159553,"Machine Learning, Leadership, Cybersecurity, Kubernetes",,14,43,Enterprise,,3.62,No,3.13,Declining,,,,High,
AIJ-100472,Financial Analyst,Media,UAE,Bachelor,3,0.38,0.36,Yes,34496,"Machine Learning, PyTorch, Deep Learning, Excel, SQL, Cloud Computing",,13,57,Startup,,3.38,No,1.97,Declining,,,,Medium,
AIJ-100473,Financial Analyst,Technology,Canada,High School,15,0.39,0.22,Hybrid,141334,"Cybersecurity, Cloud Computing, Kubernetes",,-9,34,Medium,,2.24,Yes,1.05,Stable,,,,Medium,
AIJ-100474,DevOps Engineer,Manufacturing,UAE,High School,9,0.52,0.95,Yes,153256,"Data Visualization, AWS, Cybersecurity, Excel",,-7,58,Enterprise,,3.81,Yes,3.01,Declining,,,,Medium,
AIJ-100475,UX Designer,Healthcare,Singapore,PhD,4,0.33,0.38,Hybrid,71104,"PyTorch, Azure, Communication, Docker, Project Management, AWS",,15,49,Startup,,3.18,Yes,4.27,Stable,,,,Medium,
AIJ-100476,Cloud Architect,Healthcare,Canada,Master,19,0.38,0.54,No,100757,"Leadership, TensorFlow, Docker, Machine Learning, Python, AWS",,5,39,Startup,,2.32,Yes,3.39,Stable,,,,Medium,
AIJ-100477,AI Engineer,Government,UAE,High School,1,0.29,0.97,No,178058,"Kubernetes, Prompt Engineering, SQL, Cloud Computing",,9,30,Medium,,4.88,Yes,2.26,Stable,,,,Low,
AIJ-100478,Data Scientist,Government,Australia,PhD,18,0.5,0.6,Yes,69370,"Cybersecurity, Cloud Computing, Leadership, Prompt Engineering, Excel",,0,34,Enterprise,,2.24,Yes,4.81,Declining,,,,Medium,
AIJ-100479,Teacher,Energy,USA,PhD,7,0.76,0.47,Yes,124454,"Cybersecurity, Data Visualization, Leadership, Deep Learning",,28,32,Startup,,3.88,No,1.39,Declining,,,,High,
AIJ-100480,Machine Learning Engineer,Healthcare,India,Master,11,0.46,0.33,Yes,107491,"Project Management, Machine Learning, AWS, SQL",,1,52,Medium,,4.96,No,4.05,Stable,,,,Medium,
AIJ-100481,Software Developer,Transportation,Pakistan,Master,11,0.82,0.52,Yes,192446,"Cloud Computing, AWS, SQL, Data Visualization",,16,46,Medium,,4.63,Yes,3.48,Growing,,,,High,
AIJ-100482,HR Specialist,Energy,Canada,Bachelor,12,0.82,0.43,No,71472,"Deep Learning, Python, Cybersecurity",,-5,41,Medium,,3.93,No,1.44,Declining,,,,High,
AIJ-100483,Teacher,Transportation,Germany,PhD,3,0.41,0.25,No,119764,"TensorFlow, PyTorch, Prompt Engineering",,-8,47,Startup,,2.44,Yes,2.28,Declining,,,,Medium,
AIJ-100484,DevOps Engineer,Retail,India,Bachelor,2,0.24,0.22,Yes,209220,"SQL, Excel, PyTorch, Deep Learning, Cloud Computing, Python",,7,42,Startup,,4.62,No,4.49,Growing,,,,Low,
AIJ-100485,Machine Learning Engineer,Education,Pakistan,PhD,15,0.86,0.54,No,107831,"Communication, Data Visualization, SQL, AWS",,34,55,Startup,,3.31,No,4.29,Growing,,,,High,
AIJ-100486,Data Scientist,Finance,UAE,Bachelor,15,0.94,0.94,No,112972,"Machine Learning, Cybersecurity, Leadership, AWS",,40,51,Medium,,3.56,Yes,4.95,Declining,,,,High,
AIJ-100487,Prompt Engineer,Education,Pakistan,Bachelor,6,0.68,0.81,Hybrid,187533,"Cloud Computing, SQL, Prompt Engineering, Excel, Kubernetes, AWS",,-10,41,Medium,,2.91,No,3.01,Declining,,,,Medium,
AIJ-100488,Cloud Architect,Finance,UAE,PhD,11,0.43,0.97,Yes,118034,"Azure, PyTorch, Docker, Data Visualization, Kubernetes, Communication",,28,35,Enterprise,,3.14,No,3.54,Growing,,,,Medium,
AIJ-100489,Cloud Architect,Transportation,Japan,High School,20,0.63,0.69,No,137814,"Machine Learning, Cloud Computing, Kubernetes",,27,55,Startup,,2.87,No,1.85,Stable,,,,Medium,
AIJ-100490,Prompt Engineer,Technology,Pakistan,Bachelor,16,0.87,0.53,No,199046,"Cloud Computing, Prompt Engineering, AWS, SQL, Data Visualization, TensorFlow",,32,38,Medium,,4.02,Yes,4.6,Stable,,,,High,
AIJ-100491,Teacher,Manufacturing,Pakistan,Bachelor,18,0.76,0.86,No,166043,"Python, Kubernetes, Cybersecurity",,25,42,Startup,,3.93,Yes,4.21,Growing,,,,High,
AIJ-100492,Software Developer,Media,Canada,PhD,24,0.19,0.38,Hybrid,216128,"Cybersecurity, TensorFlow, Data Visualization, Prompt Engineering, AWS, Communication",,43,47,Startup,,2.61,Yes,1.1,Declining,,,,Low,
AIJ-100493,Financial Analyst,Finance,Germany,Bachelor,9,0.72,0.3,Yes,148936,"Python, Machine Learning, TensorFlow, Kubernetes",,43,37,Enterprise,,4.31,Yes,2.1,Declining,,,,High,
AIJ-100494,Robotics Engineer,Retail,UK,High School,2,0.88,0.3,No,67181,"Cloud Computing, Kubernetes, Azure",,43,36,Medium,,3.47,Yes,2.65,Stable,,,,High,
AIJ-100495,Machine Learning Engineer,Finance,India,High School,5,0.85,0.7,Hybrid,148195,"Prompt Engineering, PyTorch, TensorFlow",,30,49,Startup,,4.93,No,2.94,Growing,,,,High,
AIJ-100496,Data Engineer,Technology,Singapore,Bachelor,6,0.88,0.35,No,37747,"Data Visualization, Docker, Communication",,3,30,Medium,,2.66,Yes,2.07,Stable,,,,High,
AIJ-100497,Prompt Engineer,Education,India,Bachelor,6,0.72,0.59,Hybrid,164389,"Machine Learning, Excel, Project Management, Deep Learning",,7,60,Medium,,3.75,No,1.66,Declining,,,,High,
AIJ-100498,Prompt Engineer,Energy,Germany,Master,11,0.78,0.69,Hybrid,189198,"PyTorch, Azure, Kubernetes, Project Management, Excel, Cybersecurity",,18,35,Startup,,2.76,No,2.17,Growing,,,,High,
AIJ-100499,Digital Marketer,Healthcare,Germany,Master,11,0.34,0.82,Yes,123780,"TensorFlow, Python, Cloud Computing, Machine Learning, Kubernetes",,-3,30,Medium,,2.03,No,1.86,Growing,,,,Medium,
AIJ-100500,UX Designer,Government,Canada,PhD,21,0.24,0.37,No,177051,"Deep Learning, Machine Learning, TensorFlow, Cybersecurity, Project Management",,42,40,Startup,,2.15,No,2.99,Stable,,,,Low,
AIJ-100501,Robotics Engineer,Technology,Japan,High School,14,0.58,0.39,No,35575,"Cloud Computing, Kubernetes, Azure, Machine Learning, Project Management, Data Visualization",,43,60,Medium,,4.69,Yes,2.35,Declining,,,,Medium,
AIJ-100502,Prompt Engineer,Healthcare,Singapore,Master,15,0.7,0.42,Hybrid,120655,"AWS, Cloud Computing, PyTorch",,15,39,Enterprise,,3.48,Yes,4.37,Growing,,,,High,
AIJ-100503,DevOps Engineer,Education,UK,High School,6,0.79,0.31,Hybrid,114635,"Python, Deep Learning, SQL",,42,58,Enterprise,,4.8,Yes,2.04,Declining,,,,High,
AIJ-100504,UX Designer,Finance,UK,PhD,3,0.29,0.74,Yes,129498,"SQL, Project Management, Machine Learning",,45,34,Enterprise,,3.91,Yes,3.09,Declining,,,,Low,
AIJ-100505,Cybersecurity Analyst,Manufacturing,Singapore,Bachelor,21,0.25,0.41,Hybrid,107656,"AWS, Communication, Leadership, TensorFlow, Excel, Deep Learning",,44,36,Enterprise,,2.23,No,1.24,Declining,,,,Low,
AIJ-100506,Product Manager,Media,Pakistan,Master,22,0.14,0.36,No,184802,"Azure, TensorFlow, Prompt Engineering, Deep Learning",,-1,57,Enterprise,,4.74,Yes,4.67,Stable,,,,Low,
AIJ-100507,Cloud Architect,Finance,UAE,High School,23,0.43,0.74,Yes,181320,"Docker, Prompt Engineering, TensorFlow, Cloud Computing, SQL, Cybersecurity",,-9,58,Medium,,2.8,No,3.65,Stable,,,,Medium,
AIJ-100508,Product Manager,Manufacturing,USA,PhD,8,0.24,0.51,No,142944,"Communication, Cloud Computing, Machine Learning, Data Visualization, Prompt Engineering",,-7,50,Medium,,4.78,Yes,2.18,Stable,,,,Low,
AIJ-100509,Digital Marketer,Healthcare,Germany,High School,1,0.44,0.74,Yes,199435,"Communication, Docker, AWS, Kubernetes",,7,37,Startup,,2.3,Yes,4.53,Growing,,,,Medium,
AIJ-100510,Financial Analyst,Retail,Japan,Master,23,0.29,0.36,Yes,83366,"TensorFlow, Kubernetes, Cloud Computing, AWS, Excel, PyTorch",,1,46,Enterprise,,3.43,No,4.41,Growing,,,,Low,
AIJ-100511,Data Scientist,Transportation,Australia,Master,0,0.22,0.91,Yes,67180,"Data Visualization, Leadership, Machine Learning, AWS",,-6,35,Enterprise,,3.78,No,3.33,Stable,,,,Low,
AIJ-100512,Digital Marketer,Media,Singapore,Bachelor,24,0.07,0.74,Yes,106194,"AWS, Cloud Computing, SQL, PyTorch",,-4,39,Enterprise,,3.36,No,4.96,Stable,,,,Low,
AIJ-100513,Teacher,Transportation,Canada,Master,21,0.32,0.46,Hybrid,165746,"Communication, Excel, Azure, Python, PyTorch, Data Visualization",,30,30,Startup,,4.57,Yes,2.43,Declining,,,,Medium,
AIJ-100514,Cloud Architect,Retail,Singapore,PhD,16,0.13,0.93,Yes,129032,"PyTorch, Excel, Prompt Engineering, Docker",,33,41,Medium,,3.77,No,2.24,Declining,,,,Low,
AIJ-100515,IoT Specialist,Finance,UAE,Bachelor,16,0.76,0.43,No,32184,"Cloud Computing, PyTorch, Azure, Project Management, TensorFlow",,25,51,Startup,,3.46,Yes,4.2,Declining,,,,High,
AIJ-100516,Financial Analyst,Technology,USA,Master,4,0.1,0.44,No,142806,"SQL, Prompt Engineering, Project Management, PyTorch, AWS, Kubernetes",,40,57,Enterprise,,4.88,Yes,4.81,Growing,,,,Low,
AIJ-100517,Digital Marketer,Energy,Australia,PhD,3,0.31,0.23,No,122964,"Cybersecurity, Prompt Engineering, PyTorch, Project Management, SQL",,28,39,Startup,,3.31,No,4.22,Declining,,,,Medium,
AIJ-100518,HR Specialist,Transportation,Singapore,Bachelor,12,0.23,0.44,No,107944,"Communication, Cybersecurity, PyTorch, Kubernetes",,-2,46,Medium,,2.94,No,2.87,Stable,,,,Low,
AIJ-100519,Teacher,Retail,Germany,Master,4,0.91,0.53,Hybrid,66853,"PyTorch, Kubernetes, Azure, Python, Communication, AWS",,26,58,Medium,,4.27,No,1.5,Growing,,,,High,
AIJ-100520,Cloud Architect,Manufacturing,Japan,High School,9,0.81,0.27,Hybrid,100824,"Azure, Docker, Kubernetes",,34,40,Startup,,4.22,Yes,3.81,Growing,,,,High,
AIJ-100521,Robotics Engineer,Retail,USA,PhD,19,0.86,0.71,Hybrid,70573,"Kubernetes, AWS, Cybersecurity, Cloud Computing",,-3,32,Startup,,3.81,Yes,3.08,Declining,,,,High,
AIJ-100522,Robotics Engineer,Energy,UAE,Bachelor,7,0.51,0.51,Hybrid,61932,"Cloud Computing, AWS, Python, PyTorch",,42,49,Enterprise,,4.58,Yes,2.73,Growing,,,,Medium,
AIJ-100523,Business Analyst,Transportation,UAE,Master,9,0.2,0.79,Hybrid,173309,"Data Visualization, Cybersecurity, Deep Learning",,27,45,Medium,,2.83,No,3.79,Declining,,,,Low,
AIJ-100524,Robotics Engineer,Technology,Japan,PhD,1,0.16,0.51,No,182184,"PyTorch, Kubernetes, Cybersecurity, Python, AWS, Deep Learning",,19,58,Enterprise,,2.83,Yes,2.43,Growing,,,,Low,
AIJ-100525,HR Specialist,Manufacturing,UAE,Bachelor,8,0.11,0.72,Hybrid,122239,"Excel, Docker, TensorFlow, Communication",,15,32,Enterprise,,3.13,No,3.42,Declining,,,,Low,
AIJ-100526,Machine Learning Engineer,Education,Canada,High School,15,0.8,0.25,Hybrid,37738,"Cybersecurity, Leadership, Excel, Project Management, Azure",,10,54,Startup,,4.39,Yes,4.6,Declining,,,,High,
AIJ-100527,Financial Analyst,Government,USA,Bachelor,10,0.08,0.79,Yes,145744,"PyTorch, Machine Learning, SQL, Project Management, Cybersecurity, AWS",,18,42,Startup,,3.72,Yes,1.78,Stable,,,,Low,
AIJ-100528,Cybersecurity Analyst,Government,USA,High School,6,0.78,0.84,Yes,80409,"Project Management, Deep Learning, Prompt Engineering, Excel, Machine Learning, AWS",,-10,41,Medium,,3.64,Yes,2.36,Growing,,,,High,
AIJ-100529,Cybersecurity Analyst,Transportation,Australia,PhD,2,0.61,0.64,Hybrid,66142,"Prompt Engineering, Kubernetes, AWS, Communication, Data Visualization, PyTorch",,-2,55,Enterprise,,2.3,No,1.92,Growing,,,,Medium,
AIJ-100530,Machine Learning Engineer,Retail,Canada,Bachelor,16,0.28,0.76,Hybrid,47813,"Python, Deep Learning, Project Management, Azure, PyTorch",,9,42,Enterprise,,3.64,Yes,3.33,Stable,,,,Low,
AIJ-100531,Software Developer,Education,Singapore,Master,24,0.28,0.46,Hybrid,45569,"SQL, Leadership, PyTorch",,5,45,Startup,,4.71,Yes,2.38,Declining,,,,Low,
AIJ-100532,Financial Analyst,Energy,UAE,Master,25,0.14,0.59,Yes,89046,"Machine Learning, AWS, Cybersecurity, Docker, Excel, Python",,-7,30,Startup,,3.82,No,3.73,Growing,,,,Low,
AIJ-100533,DevOps Engineer,Energy,Singapore,Bachelor,3,0.4,0.5,No,62830,"Kubernetes, AWS, SQL",,29,58,Medium,,2.58,No,4.67,Declining,,,,Medium,
